date,open,high,low,close,volume,log_return,simple_return,sma_10,sma_20,sma_50,ema_10,ema_20,ema_50,macd,macd_signal,macd_diff,rsi,stoch_k,stoch_d,williams_r,cci,roc,atr,bb_upper,bb_middle,bb_lower,donchian_upper,donchian_lower,adx,vortex_pos,vortex_neg,obv,hour_sin,hour_cos,weekday_sin,weekday_cos,label,sma_cross,ema_cross,rsi_signal,macd_signal,bollinger_signal,stoch_signal,williams_signal,cci_signal,roc_signal,adx_trend,vortex_signal,obv_signal,final_decision
2020-03-27,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,100638,-0.016005198817997043,-0.01587779623023844,1558.4200073242187,1593.8450073242188,1588.6200024414063,1594.8685088504678,1590.180467330096,1583.497306990475,2.530094461059889,-6.425375237396727,8.955469698456616,54.36173658123636,73.60755392353504,75.06358320392884,-26.39244607646496,31.668386039584313,7.138620883277841,45.66191037440151,1735.9072779462297,1593.8450073242188,1451.782736702208,1701.5999755859375,1452.0999755859375,32.1398366473801,0.9220162361528739,1.0761032743352132,212605,0.0,1.0,-0.433883739117558,-0.9009688679024191,2,0,0,0,2,0,0,0,0,2,2,1,1,2
2020-03-30,1641.199951171875,1652.800048828125,1607.199951171875,1622.0,16389,-0.0011707228298990415,-0.0011700378012791113,1572.0300048828126,1595.3300048828125,1590.0800024414064,1599.8015072412918,1593.210899012944,1585.0072165202603,4.71034691337195,-4.198230807242992,8.908577720614943,54.09976031683026,72.79349042082873,75.25325392641118,-27.20650957917127,32.970630374707035,9.159430200534928,45.65749518024783,1737.9165793084894,1595.3300048828125,1452.7434304571357,1701.5999755859375,1452.0999755859375,31.568326527983576,0.9208970394785329,1.0059141542929322,196216,0.0,1.0,0.0,1.0,0,0,0,0,2,0,0,0,0,2,2,1,1,2
2020-03-31,1618.699951171875,1621.0,1576.0,1583.4000244140625,2874,-0.02408550651926629,-0.023797765466052723,1577.8800048828125,1592.3950073242188,1590.572001953125,1596.8194194545226,1592.276530003527,1584.944189378841,3.285642412876541,-2.7014561632190857,5.987098576095627,48.939832417501,56.255370648630524,67.55213833099809,-43.744629351369476,-1.6867161820736651,3.8363170741293953,45.681959810230126,1733.417889221647,1592.3950073242188,1451.3721254267905,1701.5999755859375,1452.0999755859375,30.292702356064016,0.8929912625361844,1.0332889539720513,193342,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,2,0,0,0,0,2,2,1,1,2
2020-04-01,1570.0,1600.0,1570.0,1578.199951171875,2158,-0.003289523008281446,-0.0032841184552284686,1587.9699951171874,1589.2500061035157,1591.0080004882811,1593.43406158495,1590.9359034481315,1584.679709449156,1.7171570622526815,-1.8177335181247325,3.534890580377414,48.27187379018428,54.027404625386964,61.025421898282076,-45.972595374613036,-10.534790257783989,6.830020917131176,44.56181982378512,1728.5832549176512,1589.2500061035157,1449.9167572893803,1701.5999755859375,1452.0999755859375,28.969294996160766,0.9667097666818559,1.0380645221245781,191184,0.0,1.0,0.9749279121818236,-0.22252093395631434,1,0,0,0,2,0,0,0,0,2,2,1,1,2
2020-04-02,1590.9000244140625,1631.199951171875,1586.0,1625.699951171875,1294,0.0296535360572285,0.03009758045216593,1602.6799926757812,1587.2150024414063,1592.4159985351562,1599.300586964391,1594.2467651361071,1586.2883463794587,4.257891821025851,-0.6026084502946158,4.860500271320467,54.39493992404411,74.37873068854657,61.55383532085469,-25.621269311453425,28.012911947539347,9.948598540159242,45.164546979229044,1723.1285186916907,1587.2150024414063,1451.301486191122,1701.5999755859375,1452.0999755859375,28.291240275547814,1.046542560746629,0.9106383482975003,192478,0.0,1.0,0.43388373911755823,-0.900968867902419,1,0,0,0,2,0,0,0,0,2,2,2,2,2
2020-04-03,1624.5,1636.0,1619.800048828125,1633.699951171875,643,0.00490888893936245,0.004920957273962578,1617.6499877929687,1585.3599975585937,1593.797998046875,1605.5550168202972,1598.0042114252278,1588.1476249987693,6.838149631221086,0.8855431660085247,5.952606465212561,55.353481300873234,76.04067505688523,68.14893679027291,-23.95932494311477,49.382501856634484,10.087597787862197,43.09564727870376,1717.6233629431786,1585.3599975585937,1453.0966321740088,1701.5999755859375,1452.0999755859375,27.74371496469626,1.200399502945753,0.8576472703162675,193121,0.0,1.0,-0.433883739117558,-0.9009688679024191,1,0,0,0,2,0,0,0,0,2,2,2,2,2
2020-04-06,1629.0999755859375,1696.699951171875,1625.9000244140625,1677.0,1063,0.02615913167880727,0.026504284827250757,1628.6499877929687,1585.4849975585937,1595.9159985351562,1618.5450137620612,1605.5276198609206,1591.6320318615626,12.23592645876056,3.155619824558932,9.080306634201627,60.22626656995746,91.27161921409851,80.5636749865101,-8.728380785901498,94.17605071856471,7.019783024888322,45.07452438435438,1718.0893916234118,1585.4849975585937,1452.8806034937757,1696.699951171875,1452.0999755859375,28.158011994295787,1.1826806168511605,0.7172581238595593,194184,0.0,1.0,0.0,1.0,1,0,0,0,2,0,0,1,0,2,2,2,2,2
2020-04-07,1695.699951171875,1724.4000244140625,1658.0,1664.800048828125,1144,-0.007301457414060284,-0.007274866530635027,1629.1099975585937,1585.770001220703,1597.6759985351562,1626.955020137709,1611.1726130958923,1594.5013658602516,15.352297652281322,5.594955390103411,9.757342262177911,58.295718059733574,76.47988561810494,81.26405996302957,-23.520114381895056,109.83040890132128,0.2770809415458034,46.59777438647639,1719.0289329683812,1585.770001220703,1452.511069473025,1724.4000244140625,1452.0999755859375,28.89426356577297,1.2189836960763696,0.6822827765718115,193040,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,2,0,0,0,1,2,2,2,1,2
2020-04-08,1669.699951171875,1677.0,1662.5,1665.4000244140625,747,0.00036032405214913405,0.0003603889766581325,1632.4199951171875,1586.9700012207031,1599.6,1633.9450209152278,1616.3371284595275,1597.2817054113816,17.666805356028817,8.009325383288493,9.657479972740324,58.36639844820702,75.50851223718021,81.08667235646122,-24.491487762819787,90.78453948192147,2.0278119583284284,44.30507621601379,1722.6218759338399,1586.9700012207031,1451.3181265075664,1724.4000244140625,1452.0999755859375,29.577925739287497,1.2376772341858575,0.6746763876661591,193787,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,2,0,0,0,0,2,2,2,2,2
2020-04-09,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,825,0.041633439372849586,0.04251226475316172,1641.0299926757812,1594.3149963378905,1602.927998046875,1652.5368264164363,1627.752635384513,1602.7294797549305,24.926692382596002,11.392798783149996,13.533893599446007,65.74433052477559,100.0,83.99613261842838,-0.0,124.58454755704567,5.217864181554459,46.39042791486994,1744.775838646505,1594.3149963378905,1443.854154029276,1736.199951171875,1452.0999755859375,30.894442283806566,1.2047958168322266,0.6192666897090785,194612,0.0,1.0,0.43388373911755823,-0.900968867902419,1,0,0,0,2,0,0,1,1,2,2,2,2,2
2020-04-13,1722.0,1756.800048828125,1710.699951171875,1744.800048828125,696,0.004941175038212751,0.004953402775092375,1653.1199951171875,1605.770001220703,1606.1539990234376,1669.311957764016,1638.9000080934284,1608.300874620546,31.01662086450642,15.317563199421281,15.69905766508514,66.52044468951661,93.5760188098017,89.6948436823273,-6.4239811901983055,136.3664704056995,7.445041110685727,46.36969003925423,1765.1647365793824,1605.770001220703,1446.3752658620238,1756.800048828125,1452.0999755859375,32.32090365943661,1.285714311344232,0.6812169067735565,195308,0.0,1.0,0.0,1.0,1,0,0,0,2,0,0,1,1,2,2,2,2,2
2020-04-14,1756.800048828125,1775.0,1739.5,1756.699951171875,675,0.006797057351607868,0.006820209772313124,1666.589990234375,1619.3099975585938,1609.6299975585937,1685.2006838381722,1650.1190502913755,1614.12044625001,36.383746547390956,19.53079986901522,16.852946678375737,67.61384023958979,91.07314691310975,94.88305524097048,-8.926853086890244,145.73890291050648,8.304559258438655,45.593283607878924,1781.6539637146252,1619.3099975585938,1456.9660314025623,1775.0,1469.300048828125,33.81978335990279,1.2450619659040916,0.7618012706019186,195983,0.0,1.0,0.7818314824680298,0.6234898018587336,2,0,0,0,2,0,1,1,1,2,2,2,2,2
2020-04-15,1739.4000244140625,1744.9000244140625,1722.699951171875,1727.199951171875,642,-0.016935449293475353,-0.016792850697309403,1680.9699829101562,1629.4249938964845,1612.6299975585937,1692.8369142624817,1657.4600884704705,1618.5549366391026,37.82085360324163,23.188810615860504,14.632042987381126,62.19144039981452,76.68290301067073,87.11068957786073,-23.31709698932927,111.61056743744444,9.081718109169898,44.765191921601854,1792.1877370409566,1629.4249938964845,1466.6622507520124,1775.0,1471.0,34.696396409118,1.1354949222082977,0.7730377509732296,195341,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,2,0,0,0,1,2,2,2,1,2
2020-04-16,1731.0,1750.5999755859375,1715.0,1720.4000244140625,162,-0.003944735829989091,-0.0039369655801569925,1695.189990234375,1641.5799926757813,1616.0299975585938,1697.8483888354963,1663.454368084146,1622.5488616498853,37.973341001325025,26.14571669295341,11.827624308371615,60.97751346246009,73.36586556783537,80.37397183053862,-26.634134432164632,100.45133299840307,9.010269778338188,44.11053361191154,1792.9987036323173,1641.5799926757813,1490.1612817192454,1775.0,1471.0,35.273561573125455,1.1188068707439192,0.7692957588282402,195179,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,2,0,0,0,1,2,2,2,1,2
2020-04-17,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,223,-0.018301820946780283,-0.018135359683463026,1701.539990234375,1652.1099914550782,1618.6579956054688,1696.2759456239287,1665.9063283782154,1625.162629866434,35.171171826642194,27.95080771969117,7.220364106951024,55.61363107457882,58.146317644817074,69.39836207444107,-41.853682355182926,61.578935086786615,3.9060098362078715,43.82406518148482,1784.869689503408,1652.1099914550782,1519.3502934067485,1775.0,1483.5,34.92008586776411,1.0665239933571886,0.7996049046814454,194956,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,2,0,0,0,0,2,2,2,1,2
2020-04-20,1686.0,1701.5999755859375,1680.0,1701.5999755859375,106,0.007313955384594793,0.007340767684405947,1708.3299926757813,1662.989990234375,1621.3879956054689,1697.2439510715665,1669.3057233503794,1628.1601728358264,33.56410479886267,29.073467135525473,4.4906376633372,57.22412841976997,64.19511004192073,65.23576441819107,-35.804889958079265,47.24368143447949,4.156211449070369,42.236630210374294,1772.485642168974,1662.989990234375,1553.494338299776,1775.0,1490.199951171875,34.45167350765751,1.0894909648494797,0.8810219251534983,195062,0.0,1.0,0.0,1.0,1,0,0,0,2,0,0,0,0,2,2,2,2,2
2020-04-21,1697.0,1707.0999755859375,1659.9000244140625,1678.199951171875,666,-0.013847209197883095,-0.013751777591560432,1708.4499877929688,1668.5499877929688,1623.5799951171875,1693.7814056352588,1670.1527926667122,1630.122517084299,30.0558411651632,29.26994194145302,0.7858992237101816,53.29433352728717,52.78046398628049,58.3739638910061,-47.21953601371951,21.17903688084183,0.0715534389907573,42.59115313619577,1768.894875248591,1668.5499877929688,1568.2051003373465,1775.0,1570.0,33.444816120373,1.1100086608330482,0.8191617224176903,194396,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,2,0,0,0,0,2,2,2,1,2
2020-04-22,1696.0,1728.699951171875,1684.800048828125,1728.699951171875,453,0.029647891342731346,0.030091765861830932,1714.8399780273437,1671.9749877929687,1626.6599951171875,1700.1302320964617,1675.728712524347,1633.9882988132238,30.99317488616589,29.614588530395594,1.3785863557702953,59.7228298249694,75.50261966765873,64.15939789861999,-24.49738033234127,66.97108376575,3.8382929162412025,43.15607076932464,1775.5695481475716,1671.9749877929687,1568.3804274383658,1775.0,1570.0,32.89288866477532,1.146446270186247,0.7439668501353568,194849,0.0,1.0,0.9749279121818236,-0.22252093395631434,1,0,0,0,2,0,0,0,0,2,2,2,2,2
2020-04-23,1734.0,1745.0999755859375,1733.300048828125,1733.300048828125,482,0.0026574814347122173,0.002661015668526945,1721.62998046875,1677.0249877929687,1630.0139965820313,1706.161107865855,1681.2116969342305,1637.8828772451807,31.74131394059941,30.039933612436357,1.7013803281630544,60.25940984013113,73.13146630716739,67.13818332036887,-26.868533692832614,93.43299834023428,4.077100001121458,41.24492460109163,1782.2255362748265,1677.0249877929687,1571.8244393111108,1775.0,1570.0,32.65723442983735,1.2186839340493762,0.7753343189446114,195331,0.0,1.0,0.43388373911755823,-0.900968867902419,2,0,0,0,2,0,0,0,0,2,2,2,2,2
2020-04-24,1744.0,1744.0,1714.5,1723.5,221,-0.005670027160958046,-0.005653982895085452,1720.3599853515625,1680.6949890136718,1633.13599609375,1709.3136337084266,1685.2391543690658,1641.2404114708597,31.18396812014157,30.268740513977402,0.9152276061641693,58.472218758581256,65.45941755012784,71.36450117498465,-34.540582449872154,71.38649577814148,-0.731479756309345,40.40600141529937,1786.997735264664,1680.6949890136718,1574.3922427626796,1775.0,1570.0,31.878227137121787,1.12325912862313,0.7906138267461806,195110,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,2,0,0,0,0,1,2,2,1,2
2020-04-27,1731.9000244140625,1731.9000244140625,1711.9000244140625,1711.9000244140625,169,-0.006753227914803885,-0.006730476116006634,1717.0699829101563,1685.094989013672,1635.8719970703125,1709.7838865639967,1687.7782848495417,1644.0113766843187,29.466574132925643,30.108307237767054,-0.6417331048414106,56.34215271094073,46.06839693509615,61.5530935974638,-53.93160306490385,52.88761160214243,-1.88560428091227,38.94842988563513,1788.8854081601255,1685.094989013672,1581.3045698672183,1775.0,1570.0,31.07718145692264,1.1186661801329139,0.907703903283712,194941,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,2,2,1,1
2020-04-28,1716.5999755859375,1716.5999755859375,1707.0999755859375,1710.5,1255,-0.0008181536244567528,-0.0008178190280367925,1712.4499877929688,1689.5199890136719,1638.427998046875,1709.9140890069064,1689.942257721014,1646.6187736770905,27.673553259393657,29.621356442092377,-1.9478031826987205,56.07663794314619,43.96176048548148,51.829858323568494,-56.03823951451852,36.98964336036464,-2.629928414414512,36.84497060808976,1789.6549778812625,1689.5199890136719,1589.3850001460812,1775.0,1570.0,30.18295668368466,1.0550629821004747,0.9873420296842036,193686,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,0,0,0,1,2,2,1,1
2020-04-29,1710.0,1713.5,1702.0,1703.4000244140625,373,-0.004159457378130776,-0.004150818816683666,1710.0699951171875,1695.5199890136719,1640.4959985351563,1708.7297136263892,1691.2239497870185,1648.8454893922658,25.387016878581107,28.774488529390126,-3.387471650809019,54.6695960146768,37.79323130048924,42.60779624035563,-62.20676869951076,22.010879960959976,-1.3779485543445427,35.03461556465478,1783.0942871537723,1695.5199890136719,1607.9456908735715,1775.0,1570.0,29.18683195134716,1.03503158796112,0.8932061003018843,193313,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,1,0,0,0,0,1,2,2,1,1
2020-04-30,1719.300048828125,1719.300048828125,1680.800048828125,1684.199951171875,327,-0.011335623435517613,-0.011271617334156159,1706.4499877929688,1700.8199890136718,1642.0299975585938,1704.2697568164774,1690.5549975379572,1650.2319388738192,21.77463048821369,27.374516921154843,-5.599886432941155,50.94677239686736,21.11201729983805,34.28900302860293,-78.88798270016194,-14.353435695303505,-2.1041660502484936,35.282143024322295,1770.3162341657587,1700.8199890136718,1631.323743861585,1775.0,1586.0,27.59290250042132,0.9887614118943521,1.007110035747563,192986,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,0,0,0,1,2,1,1,1
2020-05-01,1686.5999755859375,1701.5,1670.5,1694.5,337,0.006097067443094948,0.006115692392080874,1706.9799926757812,1704.259991455078,1643.587998046875,1702.4934373952997,1690.9307120581516,1651.9679412709245,19.517925610389057,25.803198659001687,-6.2852730486126305,52.80353815981955,30.060801846221068,29.655350148849454,-69.93919815377893,-44.513099398387375,0.31376089162494436,34.97627566544213,1764.7726187175545,1704.259991455078,1643.7473641926017,1775.0,1619.800048828125,25.804029026381812,0.84984536016696,1.0985985547614103,193323,0.0,1.0,-0.433883739117558,-0.9009688679024191,1,0,0,0,1,0,0,0,0,2,2,1,2,2
2020-05-04,1702.5999755859375,1709.0,1699.5999755859375,1706.9000244140625,320,0.007291162026340241,0.007317807267077203,1707.5099975585938,1707.9199951171875,1644.8339990234374,1703.2946350350746,1692.4515989491906,1654.1221406098712,18.516601222213694,24.34587917164409,-5.829277949430395,55.011342122745184,51.81921202023111,34.33067705543008,-48.18078797976889,-10.314718799363526,0.31147443019326293,33.513684546481976,1759.045777740363,1707.9199951171875,1656.7942124940118,1775.0,1625.9000244140625,24.356945593881456,0.8299571425954981,1.1177797178248952,193643,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,2,0,1,2,0
2020-05-05,1701.5,1704.4000244140625,1697.199951171875,1704.4000244140625,82,-0.001465717123550518,-0.0014646434848216705,1710.1300048828125,1709.2899963378907,1645.4739990234375,1703.4956149221632,1693.5895442315593,1656.0938223276828,17.32164221470066,22.941031780255404,-5.619389565554744,54.45822550812474,49.0628709553252,43.6476282739258,-50.9371290446748,-30.096103763491783,1.5612009298350997,31.81271231046094,1758.459162027315,1709.2899963378907,1660.1208306484664,1775.0,1658.0,22.934184347452696,0.8820549153941529,1.0822684409546575,193561,0.0,1.0,0.7818314824680298,0.6234898018587336,1,0,0,0,1,0,0,0,0,2,0,1,1,1
2020-05-06,1704.0,1704.0,1684.199951171875,1684.199951171875,469,-0.011922512345884834,-0.01185172081250807,1705.6800048828125,1710.259991455078,1646.2199975585938,1699.9873124221108,1692.6952972734941,1657.1960234588278,14.576621283913937,21.26814968098711,-6.691528397073174,50.07695567540287,28.521057140974097,43.13438003884348,-71.4789428590259,-75.99441092215324,-2.57418876941795,30.983238091298553,1756.5619814758838,1710.259991455078,1663.9580014342723,1775.0,1659.9000244140625,21.408946725265256,0.8611875791957255,1.1016101281060229,193092,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,1,0,0,0,0,1,0,1,1,1
2020-05-07,1686.199951171875,1721.800048828125,1685.5999755859375,1721.800048828125,853,0.02207963897860998,0.022325198163132498,1704.5300048828126,1713.0799926757813,1647.8559985351562,1703.9532644959313,1695.4671783739352,1659.7295146497806,15.259286506913895,20.06637704617247,-4.807090539258574,57.01000956445702,72.65265245186673,50.07886018272202,-27.347347548133268,-11.761579487541821,-0.6634742788921681,31.455870917366514,1754.747916893315,1713.0799926757813,1671.4120684582476,1775.0,1659.9000244140625,20.33514460882824,0.9443660674065277,0.9770755695701435,193945,0.0,1.0,0.43388373911755823,-0.900968867902419,1,0,0,0,1,0,0,0,0,1,0,1,2,1
2020-05-08,1726.199951171875,1728.9000244140625,1703.800048828125,1709.9000244140625,330,-0.006935380050009182,-0.006911385803573311,1703.1700073242187,1711.7649963378906,1649.2539990234375,1705.034493571955,1696.8417351396618,1661.696985620929,14.67095347757936,18.98729233245385,-4.316338854874491,54.433491057846105,58.6854796420415,53.28639641162746,-41.3145203579585,7.179515343763569,-0.7890905474869451,31.001878393693012,1752.0690282773924,1711.7649963378906,1671.4609643983888,1775.0,1659.9000244140625,19.55572499402143,1.0088588797655387,0.8928569980182173,193615,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,1,0,0,0,0,1,0,2,1,1
2020-05-11,1702.300048828125,1704.5,1690.199951171875,1695.300048828125,749,-0.00857515842664911,-0.008538496624058811,1701.510009765625,1709.2899963378907,1651.8780004882813,1703.2645945276222,1696.6949078718962,1663.0147528055247,12.878148026344206,17.76546347123192,-4.887315444887715,51.36624290163076,33.24404416132268,54.86072541841031,-66.75595583867732,-63.42406502825653,-0.9696813686079143,30.194606597156906,1747.1828512220739,1709.2899963378907,1671.3971414537075,1775.0,1659.9000244140625,18.340176953419586,1.0128848622348028,0.9574466294981148,192866,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,2,1,1
2020-05-12,1699.300048828125,1713.0999755859375,1699.300048828125,1704.4000244140625,324,0.005353411843933332,0.005367766957965925,1700.9000122070313,1706.675,1654.12,1703.4710363251565,1697.4287284949596,1664.6377046333107,12.052692827515784,16.622909342488693,-4.570216514972909,53.138676825823126,45.44240684772133,45.790643550361835,-54.55759315227867,-12.845602139067234,-0.3566194437847121,29.30927232291802,1737.7194395906279,1706.675,1675.630560409372,1750.5999755859375,1659.9000244140625,17.497497995826585,0.9704314310116742,1.0046512401279264,193190,0.0,1.0,0.7818314824680298,0.6234898018587336,1,0,0,0,1,0,0,0,0,1,0,1,2,1
