date,open,high,low,close,volume,log_return,simple_return,sma_10,sma_20,sma_50,ema_10,ema_20,ema_50,macd,macd_signal,macd_diff,rsi,stoch_k,stoch_d,williams_r,cci,roc,atr,bb_upper,bb_middle,bb_lower,donchian_upper,donchian_lower,adx,vortex_pos,vortex_neg,obv,hour_sin,hour_cos,weekday_sin,weekday_cos,label
2024-03-11,2179.67,2189.03,2174.72,2182.56,146060,0.0018619331873132136,0.0018636676612346914,2110.334,2063.209,2044.5970000000002,2123.863490225365,2088.453266538763,2060.15152337773,36.52518750323634,20.070544693213225,16.454642810023113,85.20687689947033,92.93920803123262,93.38907915351399,-7.060791968767359,152.41080269387058,7.471329456429146,23.922145716934192,2187.957201894857,2063.209,1938.4607981051429,2195.22,1984.03,33.62939987031081,1.471951579568939,0.5332447593740776,3237910,0.0,1.0,0.0,1.0,1
2024-03-12,2181.74,2184.76,2150.5,2158.57,94035,-0.011052534346925713,-0.010991679495638063,2123.169,2071.495,2046.5906,2130.173764729844,2095.131050677928,2064.011071480564,37.366196235922416,23.529675001755066,13.83652123416735,73.5292073646147,79.55939765755734,87.74258115880842,-20.440602342442663,111.93583195228717,6.321974958378901,24.660563880010336,2198.444395351061,2071.495,1944.545604648939,2195.22,1984.03,34.706635056979664,1.3616177856628036,0.5772855796418475,3143875,0.0,1.0,0.7818314824680298,0.6234898018587336,0
2024-03-13,2158.26,2179.85,2155.72,2174.5,62082,0.007352787639808617,0.007379885757700544,2137.133,2080.6184999999996,2049.2598000000003,2138.2330802335086,2102.689998232411,2068.343970638189,38.87004984431269,26.59774997026659,12.272299874046098,75.89193716840893,88.44394868934755,86.98085145937917,-11.556051310652444,102.69962883128373,6.862388567272447,24.622666460009608,2209.6234019650024,2080.6184999999996,1951.6135980349968,2195.22,1990.09,35.70692487317216,1.368724458036752,0.6075942515359017,3205957,0.0,1.0,0.9749279121818236,-0.22252093395631434,1
2024-03-14,2173.97,2176.97,2152.75,2161.7,61521,-0.005903803873686087,-0.005886410669119435,2148.928,2088.4965,2051.6238,2142.499792918325,2108.309998400753,2072.004991397476,38.584236576307376,28.995047291474748,9.589189284832628,70.45054126884384,80.37930227113085,82.79421620601192,-19.620697728869143,84.89187748132554,5.77125382262996,24.593904570008906,2217.1007881516784,2088.4965,1959.8922118483217,2195.22,1995.19,36.43556824051127,1.3715783184879418,0.6318162068216395,3144436,0.0,1.0,0.43388373911755823,-0.900968867902419,0
2024-03-15,2162.22,2172.71,2155.17,2156.08,58694,-0.002603191072129224,-0.002599805708470182,2156.2050000000004,2095.6215,2053.8442,2144.9689214786295,2112.859522362586,2075.302050558359,37.472283314180004,30.690494496015802,6.781788818164202,68.14044189968237,77.08967454928592,81.97097516992146,-22.910325450714087,73.97273296495844,3.492999121590161,24.090054243579694,2222.613664840985,2095.6215,1968.6293351590152,2195.22,2011.38,37.11216565304044,1.3485627107756537,0.6370376318184255,3085742,0.0,1.0,-0.433883739117558,-0.9009688679024191,0
2024-03-18,2154.24,2163.58,2146.08,2160.1,53688,0.0018627588109886041,0.0018644948239396886,2160.721,2102.7309999999998,2056.4878,2147.720026664333,2117.3586154709114,2078.627460340384,36.49474405394676,31.851344407601996,4.643399646344765,68.92536442507095,79.44275345352379,78.9705767579802,-20.557246546476208,62.57268884320615,2.1352851617539907,23.619336083324004,2227.4246642977496,2102.7309999999998,1978.0373357022502,2195.22,2014.87,37.08693092595648,1.3088838628234787,0.6737060803702934,3139430,0.0,1.0,0.0,1.0,1
2024-03-19,2159.78,2162.77,2147.14,2157.57,59381,-0.001171928512165898,-0.0011712420721261552,2163.721,2109.4225,2059.0388000000003,2149.510930907182,2121.1882711403487,2081.7232462093884,35.11114783520088,32.503305093121774,2.6078427420791073,67.79334658966555,77.48878923766836,78.0070724134927,-22.51121076233165,56.35111784813293,1.4100593634992034,23.048669220229442,2230.7606753406567,2109.4225,1988.0843246593436,2195.22,2015.92,37.06349867937852,1.321100677460698,0.6734848683005948,3080049,0.0,1.0,0.7818314824680298,0.6234898018587336,0
2024-03-20,2157.54,2188.77,2149.61,2185.57,62699,0.01289407568365878,0.012977562721024016,2167.454,2117.4190000000003,2062.2684,2156.067125287694,2127.3198643650776,2085.795667926667,35.860624896466106,33.17476905379064,2.6858558426754655,73.06567534240546,93.82597568778013,83.58583945965744,-6.174024312219868,72.41179260566439,1.7377015603470929,24.199478561641616,2236.6790672312404,2117.4190000000003,1998.1589327687602,2195.22,2015.92,37.819558986056464,1.3051221592334317,0.6538654492550054,3142748,0.0,1.0,0.9749279121818236,-0.22252093395631434,1
2024-03-21,2187.74,2222.65,2166.43,2181.06,90892,-0.0020656669347635433,-0.0020635349130890823,2169.621,2125.2505,2065.317,2160.611284326295,2132.4379725207846,2089.531524086406,35.679381854477015,33.67569161392792,2.0036902405490977,71.0481777713268,70.97292015633718,80.76256169392856,-29.02707984366282,86.04653877611982,1.0035241433923503,26.48665866438152,2239.523325374189,2125.2505,2010.9776746258112,2222.65,2015.92,39.24934411578496,1.3145133441862746,0.6688125894134487,3051856,0.0,1.0,0.43388373911755823,-0.900968867902419,0
2024-03-22,2182.02,2186.03,2157.09,2165.52,78823,-0.007150479785240977,-0.007124975929135413,2168.323,2131.7419999999997,2067.6522,2161.5037780851503,2135.5886418045193,2092.511464318312,33.89112155828116,33.71877760279857,0.17234395548258874,64.44506878834932,49.091071110319035,71.29665565147879,-50.908928889680965,55.87178136139639,-0.5958228138627505,26.661897331211414,2239.49092214774,2131.7419999999997,2023.9930778522594,2222.65,2024.38,39.9611999868157,1.197364077300084,0.8321694304070698,2973033,0.0,1.0,-0.433883739117558,-0.9009688679024191,0
2024-03-25,2167.75,2181.26,2163.5,2171.19,70299,0.002614886967669864,0.002618308766485722,2167.186,2138.7599999999998,2069.9840000000004,2163.2649093423956,2138.979247346946,2095.596897090143,32.55614700646629,33.486251483532115,-0.9301044770658251,65.69773412007876,48.05168584696137,56.03855903787254,-51.94831415303863,56.099909341325116,-0.5209478777215696,26.026047521839185,2237.184608305036,2138.7599999999998,2040.3353916949636,2222.65,2024.38,40.62220900991567,1.1395954441434095,0.8962306336638868,3043332,0.0,1.0,0.0,1.0,1
2024-03-26,2171.42,2200.03,2167.57,2177.77,63728,0.0030260131254153657,0.0030305961247056867,2169.106,2146.1375,2072.9752,2165.902198552869,2142.673604742475,2098.819371714059,31.664116836167523,33.1218245540592,-1.4577077178916795,67.14441243546432,42.791586998088015,46.64478131845615,-57.208413001911985,70.78598260013007,0.8894777561070438,26.48561555599353,2232.264517799293,2146.1375,2060.0104822007065,2222.65,2024.38,41.64565128384105,1.1145461648652166,0.875608803229587,3107060,0.0,1.0,0.7818314824680298,0.6234898018587336,1
2024-03-27,2178.37,2197.55,2172.87,2194.74,64431,0.0077621710208976786,0.007792374768685217,2171.13,2154.1315000000004,2076.746,2171.14543517962,2147.6323090527158,2102.5809649801745,31.95812035703102,32.889083714653566,-0.9309633576225451,70.58944275301155,63.54969309128869,51.46432197877937,-36.45030690871131,86.53034456421113,0.9307886870544853,26.356643016279726,2225.951770474287,2154.1315000000004,2082.3112295257138,2222.65,2027.97,42.595990538200326,1.073878423995671,0.9155049346767339,3171491,0.0,1.0,0.9749279121818236,-0.22252093395631434,1
2024-03-28,2191.31,2236.18,2187.27,2232.62,79290,0.017112195237537296,0.01725944758832476,2178.222,2163.575,2080.9416,2182.3226287833254,2155.726374857219,2107.680534980952,34.84603627386696,33.280474226496246,1.5655620473707117,76.5101856842549,96.04883462819096,67.46337157252256,-3.9511653718090445,176.53100845134801,3.280751260581953,27.96759708654545,2223.5475462190793,2163.575,2103.6024537809203,2236.18,2038.92,44.16165171401209,1.0841756797735769,0.8964924694228245,3250781,0.0,1.0,0.43388373911755823,-0.900968867902419,1
2024-04-01,2240.87,2265.61,2228.51,2249.68,83935,0.007612200155828818,0.007641246607125174,2187.582,2171.8934999999997,2085.3486000000003,2194.569423549993,2164.6743391565315,2113.249141452287,38.07245431385081,34.23887024396716,3.833584069883649,78.59970527044098,86.6728018070775,82.09044317551906,-13.3271981929225,258.71233840520114,4.34121182887462,28.619911580363627,2231.174497722706,2171.8934999999997,2112.6125022772935,2265.61,2079.37,45.99149963312687,1.1285273948053818,0.8170175145157826,3334716,0.0,1.0,0.0,1.0,1
2024-04-02,2249.34,2281.01,2246.67,2280.02,88347,0.013396230978133502,0.013486362504889549,2199.5739999999996,2180.1475,2090.526,2210.105891995449,2175.6596401892425,2119.789175120825,42.58668549259755,35.90843329369324,6.67825219890431,81.71490144648706,99.26628622248556,93.99597421925135,-0.7337137775144403,263.611748458586,5.551594833572524,29.028489324623376,2250.370362338411,2180.1475,2109.9246376615893,2281.01,2110.43,47.857183079162446,1.2297474856064405,0.7700613965933255,3423063,0.0,1.0,0.7818314824680298,0.6234898018587336,1
2024-04-03,2281.33,2300.01,2265.42,2300.01,94706,0.008729255894038435,0.008767466952044334,2213.818,2188.7695,2095.9452,2226.452093450822,2187.502531599791,2126.85665844942,47.23280182360895,38.173306999676385,9.059494823932567,83.42671387672237,100.0,95.3130293431877,-0.0,239.36585220938423,6.601871549938126,29.425740087150285,2272.1626648218207,2188.7695,2105.376335178179,2300.01,2123.59,49.774820906683814,1.2556811560424195,0.7199394010022139,3517769,0.0,1.0,0.9749279121818236,-0.22252093395631434,1
2024-04-04,2299.02,2305.56,2279.95,2290.37,84214,-0.004200094184547584,-0.004191286124843097,2224.298,2195.8759999999997,2101.4683999999997,2238.073531005218,2197.2994333521915,2133.2689463533648,49.56565305931781,40.451776211604674,9.113876847713136,79.55863674022618,90.47529470780032,96.58052697676196,-9.524705292199682,188.54550409592784,4.7950877803044385,29.153187223782417,2288.008593668035,2195.8759999999997,2103.7434063319647,2305.56,2144.2,51.6068302798867,1.2955115695567316,0.7012591766564449,3433555,0.0,1.0,0.43388373911755823,-0.900968867902419,0
