date,open,high,low,close,volume,log_return,simple_return,sma_10,sma_20,sma_50,ema_10,ema_20,ema_50,macd,macd_signal,macd_diff,rsi,stoch_k,stoch_d,williams_r,cci,roc,atr,bb_upper,bb_middle,bb_lower,donchian_upper,donchian_lower,adx,vortex_pos,vortex_neg,obv,hour_sin,hour_cos,weekday_sin,weekday_cos
2024-01-12 04:00:00,2033.85,2037.21,2032.71,2036.0,18213,0.001071300553093732,0.0010718746005053958,2028.425,2030.2745000000002,2040.1073999999999,2029.9675184353587,2031.046526698755,2038.899712237869,-2.4957442020586313,-3.8034308916352915,1.3076866895766601,52.437424194370315,69.97549019607845,60.22263071895427,-30.024509803921546,94.91059147179575,0.28173453907835505,10.147219913644369,2040.7133935716372,2030.2745000000002,2019.8356064283632,2045.8,2013.16,14.241191502207547,1.0355892231830202,0.9496891302794257,-171785,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-01-12 08:00:00,2035.98,2040.15,2034.04,2038.11,76003,0.0010358091404756432,0.0010363457760313999,2029.836,2030.5705000000003,2039.539,2031.4479696289297,2031.7192384417308,2038.8687431305016,-1.6615699057497295,-3.375058694458179,1.7134887887084496,53.88712507859583,76.4399509803919,69.9040032679737,-23.5600490196081,123.64033037244575,0.6971343873517737,9.85884706266978,2041.5324897372682,2030.5705000000003,2019.6085102627324,2045.8,2013.16,14.293802334958558,1.0418177938980164,0.9385534457008741,-95782,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2024-01-12 12:00:00,2038.1,2056.71,2037.92,2056.02,155707,0.008749167343312882,0.008787553174264495,2033.029,2031.7325,2039.1726,2035.9156115145786,2034.0335966853754,2039.5413414391096,0.4396386729054029,-2.612119220985463,3.051757893890866,63.93540836453687,98.41561423650963,81.61035180432664,-1.584385763490368,287.6465307368492,1.5774990242528775,10.496786558193364,2047.3313228722545,2031.7325,2016.1336771277456,2056.71,2013.16,15.7069604354169,1.07487334693072,0.8365681952760056,59925,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-01-12 16:00:00,2056.0,2062.33,2041.29,2044.02,228868,-0.0058536181426648015,-0.005836519100008708,2034.4560000000001,2032.1620000000003,2038.5102000000002,2037.389136693746,2034.9846827153397,2039.7169751081642,1.1236096257218833,-1.864973451643994,2.9885830773658775,55.24858182891155,62.7618466544641,79.20580395712186,-37.2381533455359,222.97001604625075,0.7030422465820905,11.249873232608122,2048.5951258134287,2032.1620000000003,2015.7288741865718,2062.33,2013.16,17.376451992261305,1.102964993148125,0.830820979195217,-168943,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2024-01-12 20:00:00,2044.0,2049.26,2042.87,2048.76,60402,0.0023162750596056507,0.002318959697067635,2036.0379999999998,2032.6625,2038.158,2039.456566385792,2036.2966176948312,2040.071603535295,2.024799293874594,-1.0870189025402766,3.1118181964148706,57.69373553549396,72.40187105958968,77.85977731685446,-27.598128940410316,167.80613885679227,0.7781833207079483,10.902739430278995,2050.423806117512,2032.6625,2014.9011938824879,2062.33,2013.16,18.92669415218825,1.076318312559922,0.9365292425695094,-108541,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-01-15 00:00:00,2048.46,2051.45,2045.68,2051.07,19446,0.0011268761116661706,0.0011275112751127914,2038.027,2033.8289999999997,2037.9268000000002,2041.5680997701934,2037.7036064857996,2040.5029132005777,2.89205844363687,-0.2912034333048472,3.1832618769417174,58.87308844008786,77.09985763677079,70.75452511694152,-22.900142363229204,158.1270340994815,0.9792337459014021,10.53611518525905,2053.1407092977283,2033.8289999999997,2014.5172907022713,2062.33,2013.16,20.510471366490744,1.149449675109403,0.874088317199312,-89095,0.0,1.0,0.0,1.0
2024-01-15 04:00:00,2050.97,2058.09,2049.7,2054.97,27895,0.0018996411008204278,0.001901446562038167,2040.5849999999998,2035.0765,2037.8484000000003,2044.0048089028855,2039.3480249157235,2041.0702499378099,3.8496881656028563,0.5369748864766934,3.3127132791261626,60.857035701546394,85.03152328655653,78.17775066097234,-14.968476713443462,165.17860019373398,1.260477286278128,10.382821243454856,2056.3650831139594,2035.0765,2013.7879168860402,2062.33,2013.16,22.39207533185408,1.183590208522211,0.779626991322367,-61200,0.8660254037844386,0.5000000000000001,0.0,1.0
2024-01-15 08:00:00,2054.97,2058.66,2052.8,2054.99,68309,9.732454817236335e-06,9.732502177728364e-06,2044.639,2036.2385,2037.6997999999999,2046.002116375088,2040.8377368285119,2041.6161224892683,4.557692213688824,1.3411183519191197,3.216573861769705,60.86746108706934,85.07219849501695,82.4011931394481,-14.927801504983057,143.8296151513086,2.0124599766685565,10.059762583208057,2059.1491780999595,2036.2385,2013.3278219000404,2062.33,2013.16,24.173252580407713,1.1797336797661597,0.8131860993829181,7109,0.8660254037844387,-0.4999999999999998,0.0,1.0
2024-01-15 12:00:00,2055.0,2055.23,2051.27,2054.33,64574,-0.0003212210320320252,-0.0003211694460799608,2047.209,2037.6245,2037.5054,2047.5162770341628,2042.1227142734156,2042.1147059210616,5.007807154910779,2.074456112517452,2.933351042393327,60.29673095442595,83.7299166158226,84.61121279913203,-16.270083384177394,111.18126126126363,1.2668648299591259,9.624065255836056,2061.3760064574853,2037.6245,2013.8729935425145,2062.33,2013.16,25.561829239890898,1.1453492199328543,0.8612336251728002,-57465,1.2246467991473532e-16,-1.0,0.0,1.0
2024-01-15 16:00:00,2054.34,2056.41,2049.15,2055.46,63631,0.0005499064567657451,0.0005500576830401727,2049.3730000000005,2038.6129999999998,2037.4786000000001,2048.9605903006786,2043.3929319616616,2042.6380507869023,5.393534733874958,2.7382718367889534,2.6552628970860046,60.97148704191893,86.02806589383789,84.94339366822582,-13.971934106162117,96.64310954063535,1.0640076309604636,9.45520345184775,2063.5749326976093,2038.6129999999998,2013.6510673023906,2062.33,2013.16,26.479213740042365,1.1209929632525424,0.8620015637216584,6166,-0.8660254037844385,-0.5000000000000004,0.0,1.0
